obs_id,class_pred
id_000362,4
id_000506,6
id_000778,9
id_001233,15
id_000274,3
id_001218,15
id_001280,2
id_000895,11
id_000851,2
id_000084,1
id_000279,3
id_000239,2
id_000927,11
id_000518,6
id_001037,7
id_000670,8
id_000965,12
id_001333,4
id_000511,6
id_001043,13
id_001253,15
id_000285,3
id_000872,4
id_000168,2
id_000358,4
id_000516,6
id_000018,0
id_000510,6
id_001159,14
id_000454,5
id_000642,8
id_000797,3
id_000656,8
id_000248,3
id_001098,13
id_000886,11
id_001052,13
id_000143,2
id_000957,2
id_000544,6
id_001084,13
id_000854,10
id_001032,7
id_000729,9
id_000698,8
id_001039,7
id_000031,0
id_000627,13
id_000961,12
id_000909,11
id_000626,2
id_001128,14
id_000574,7
id_000320,2
id_000093,1
id_000130,1
id_000413,5
id_000676,8
id_000862,10
id_000530,6
id_001187,7
id_000382,4
id_000596,7
id_000432,5
id_000844,10
id_000335,4
id_000620,7
id_000991,12
id_000109,1
id_001131,14
id_000438,5
id_001083,1
id_000447,5
id_000430,5
id_000613,1
id_001147,14
id_001110,11
id_000501,6
id_000997,12
id_001231,15
id_000557,3
id_000912,11
id_000512,6
id_000416,5
id_000967,12
id_000259,3
id_000906,11
id_000155,8
id_000313,3
id_000183,2
id_000305,4
id_000075,1
id_000815,10
id_001111,1
id_000987,12
id_001009,12
id_000576,7
id_001347,16
id_001024,13
id_000763,9
id_000825,10
id_000445,3
id_000340,4
id_001248,15
id_000796,9
id_000268,3
id_000163,2
id_000600,7
id_001157,14
id_000750,9
id_001221,15
id_000915,11
id_000446,5
id_000539,13
id_000185,2
id_000017,0
id_000891,11
id_000129,1
id_000555,5
id_000795,9
id_001230,15
id_000615,1
id_001340,16
id_000215,2
id_000933,11
id_000561,7
id_000631,8
id_000256,3
id_000282,7
id_000734,9
id_000708,8
id_000095,1
id_000044,2
id_000789,9
id_001139,14
id_000733,9
id_000687,5
id_000644,8
id_001204,15
id_001294,16
id_000834,10
id_001281,16
id_000291,2
id_000315,13
id_000887,11
id_000550,4
