obs_id,class_pred
id_000001,0
id_000008,5
id_000009,4
id_000013,5
id_000023,4
id_000025,0
id_000026,2
id_000030,3
id_000036,5
id_000040,2
id_000042,0
id_000053,3
id_000054,0
id_000057,1
id_000059,5
id_000060,2
id_000063,1
id_000064,3
id_000065,1
id_000066,0
id_000071,1
id_000074,1
id_000078,2
id_000081,3
id_000083,2
id_000084,3
id_000089,0
id_000091,0
id_000093,4
id_000097,3
id_000098,2
id_000101,5
id_000105,4
id_000114,2
id_000119,3
id_000120,4
id_000126,3
id_000134,4
id_000141,5
id_000143,0
id_000144,5
id_000146,3
id_000153,1
id_000154,1
id_000163,3
id_000166,2
id_000168,1
id_000170,3
id_000171,4
id_000174,2
id_000177,4
id_000192,2
id_000199,3
id_000201,0
id_000204,0
id_000209,0
id_000216,1
id_000217,4
id_000220,0
id_000221,0
id_000223,1
id_000227,0
id_000229,2
id_000234,0
id_000235,2
id_000236,5
id_000237,5
id_000239,3
id_000240,3
id_000245,2
id_000247,3
id_000249,3
id_000257,0
id_000262,1
id_000269,4
id_000277,0
id_000287,1
id_000294,1
id_000296,5
id_000301,5
id_000304,3
id_000310,2
id_000315,0
id_000320,4
id_000321,5
id_000322,1
id_000323,2
id_000329,0
id_000333,2
id_000337,3
id_000345,5
id_000346,4
id_000354,2
id_000362,1
id_000371,3
id_000376,2
id_000377,3
id_000381,3
id_000383,5
id_000385,0
id_000386,4
id_000397,5
id_000398,1
id_000401,5
id_000421,3
id_000423,0
id_000425,3
id_000426,2
id_000445,0
id_000446,2
id_000452,3
id_000456,5
id_000464,3
id_000465,0
id_000470,5
id_000471,3
id_000474,2
id_000476,0
id_000478,3
id_000480,5
id_000495,2
id_000496,3
id_000497,3
id_000502,5
id_000503,5
id_000504,5
id_000507,2
id_000517,0
id_000519,3
id_000520,4
id_000525,2
id_000533,1
id_000538,1
id_000540,0
id_000541,2
id_000543,4
id_000544,1
id_000561,4
id_000567,4
id_000568,4
id_000572,2
id_000573,0
id_000577,5
id_000578,2
id_000583,4
id_000586,2
id_000592,0
id_000594,4
id_000596,4
id_000600,3
id_000608,2
id_000612,1
id_000616,2
id_000618,1
id_000619,0
id_000625,1
id_000626,4
id_000627,0
id_000628,4
id_000633,1
id_000635,3
id_000636,1
id_000639,5
id_000640,5
id_000649,5
id_000651,5
id_000654,2
id_000664,4
id_000670,5
id_000676,2
id_000688,3
id_000695,2
id_000704,5
id_000705,4
id_000707,2
id_000715,1
id_000716,3
id_000719,2
id_000725,4
id_000727,1
id_000729,1
id_000750,5
id_000755,3
id_000757,1
id_000760,3
id_000775,4
id_000776,3
id_000787,4
id_000789,3
id_000794,1
id_000796,4
id_000797,0
id_000800,1
id_000806,5
id_000807,1
id_000809,1
id_000819,0
id_000835,2
id_000843,0
id_000846,3
id_000848,4
id_000857,0
id_000859,4
id_000860,4
id_000862,0
id_000863,5
id_000866,2
id_000868,4
id_000871,2
id_000877,0
id_000878,3
id_000881,1
id_000888,5
id_000890,4
id_000895,1
id_000913,1
id_000916,3
id_000921,1
id_000930,3
id_000933,0
id_000938,3
id_000940,1
id_000944,2
id_000945,5
id_000946,2
id_000947,5
id_000953,4
id_000956,4
id_000962,3
id_000964,4
id_000966,0
id_000973,3
id_000979,5
id_000984,2
id_000988,1
id_000992,3
id_000993,4
id_000997,0
id_001000,2
id_001002,5
id_001010,0
id_001015,2
id_001020,0
id_001029,1
id_001033,3
id_001035,4
id_001046,2
id_001053,3
id_001058,2
id_001067,3
id_001070,3
id_001074,2
id_001081,0
id_001083,4
id_001085,5
id_001090,2
id_001093,0
id_001099,4
id_001101,5
id_001102,0
id_001103,2
id_001106,4
id_001107,1
id_001108,2
id_001112,5
id_001114,3
id_001128,3
id_001130,1
id_001133,2
id_001134,2
id_001135,3
id_001137,0
id_001138,4
id_001140,3
id_001147,1
id_001156,0
id_001164,1
id_001169,5
id_001173,3
id_001174,3
id_001175,5
id_001177,4
id_001182,1
id_001183,3
id_001194,4
id_001195,1
id_001204,5
id_001209,1
id_001210,5
id_001215,2
id_001223,4
id_001231,1
id_001232,1
id_001237,2
id_001239,2
id_001241,2
id_001266,2
id_001271,0
id_001275,0
id_001276,5
id_001286,0
id_001287,0
id_001288,5
id_001299,2
id_001310,3
id_001312,3
id_001314,5
id_001315,5
id_001320,3
id_001321,4
id_001324,3
id_001326,5
id_001348,4
id_001350,4
id_001354,2
id_001366,1
id_001371,1
id_001373,0
id_001382,4
id_001384,0
id_001386,3
id_001389,5
id_001392,0
id_001401,0
id_001405,3
id_001412,2
id_001415,1
id_001422,5
id_001424,0
id_001425,2
id_001440,0
id_001441,5
id_001442,3
id_001444,5
id_001446,0
id_001448,4
id_001452,0
id_001454,5
id_001457,5
id_001461,1
id_001462,3
id_001464,3
id_001469,5
id_001471,1
id_001475,2
id_001476,3
id_001478,3
id_001479,5
id_001484,2
id_001486,3
id_001494,4
id_001496,5
id_001500,3
id_001508,5
id_001512,4
id_001518,2
id_001519,0
id_001520,2
id_001527,1
id_001546,2
id_001550,4
id_001554,0
id_001557,4
id_001567,4
id_001573,4
id_001575,3
id_001581,3
id_001588,1
id_001589,2
id_001598,4
id_001611,3
id_001613,3
id_001614,5
id_001618,1
id_001621,4
id_001629,2
id_001632,3
id_001639,5
id_001641,3
id_001646,1
id_001648,0
id_001654,3
id_001660,4
id_001664,2
id_001670,0
id_001682,4
id_001687,2
id_001689,1
id_001699,4
id_001701,5
id_001702,4
id_001708,4
id_001714,0
id_001722,1
id_001726,1
id_001729,4
id_001734,5
id_001739,3
id_001743,1
id_001744,2
id_001745,0
id_001747,1
id_001750,2
id_001757,4
id_001758,1
id_001768,4
id_001770,2
id_001783,2
id_001784,3
id_001787,0
id_001792,4
id_001823,1
id_001828,3
id_001831,0
id_001833,2
id_001836,2
id_001845,4
id_001849,4
id_001855,0
id_001859,4
id_001860,5
id_001864,5
id_001865,3
id_001866,0
id_001868,2
id_001876,0
id_001878,0
id_001884,1
id_001886,4
id_001899,5
id_001900,3
id_001903,3
id_001905,5
id_001909,3
id_001910,3
id_001912,2
id_001915,4
id_001917,3
id_001924,4
id_001932,2
id_001941,4
id_001947,0
id_001953,4
id_001955,5
id_001965,3
id_001966,5
id_001968,0
id_001969,5
id_001976,3
id_001981,1
id_001983,0
id_001985,5
id_001986,2
id_001995,1
id_001998,0
id_001999,4
id_002004,3
id_002016,2
id_002020,1
id_002023,2
id_002029,0
id_002030,2
id_002031,1
id_002038,4
id_002054,0
id_002059,5
id_002060,0
id_002063,1
id_002067,2
id_002071,5
id_002073,2
id_002081,5
id_002092,4
id_002097,2
id_002102,4
id_002110,5
id_002111,2
id_002112,2
id_002115,4
id_002119,1
id_002126,4
id_002133,2
id_002140,1
id_002144,1
id_002145,3
id_002156,5
id_002158,3
id_002163,3
id_002165,4
id_002175,1
id_002180,4
id_002189,3
id_002198,5
id_002199,4
id_002206,3
id_002207,2
id_002211,4
id_002216,5
id_002220,1
id_002225,4
id_002228,0
id_002235,1
id_002236,0
id_002237,3
id_002241,3
id_002243,1
id_002244,5
id_002245,4
id_002253,2
id_002257,0
id_002275,1
id_002279,0
id_002283,4
id_002288,1
id_002295,1
id_002298,3
id_002303,3
id_002304,0
id_002309,2
id_002312,3
id_002315,3
id_002318,5
id_002319,0
id_002320,4
id_002321,0
id_002327,2
id_002328,4
id_002335,1
id_002338,3
id_002339,1
id_002340,5
id_002342,2
id_002345,5
id_002359,3
id_002368,4
id_002373,4
id_002375,2
id_002380,2
id_002382,5
id_002383,3
id_002384,5
id_002394,3
id_002395,3
id_002398,2
id_002399,0
id_002413,2
id_002414,4
id_002415,2
id_002416,1
id_002418,5
id_002424,5
id_002430,0
id_002432,5
id_002444,2
id_002449,5
id_002451,4
id_002453,4
id_002456,3
id_002460,0
id_002464,2
id_002465,4
id_002466,0
id_002472,3
id_002475,2
id_002480,1
id_002486,5
id_002495,3
id_002497,2
id_002500,1
id_002504,2
id_002521,1
id_002524,1
id_002526,4
id_002527,0
id_002529,3
id_002540,4
id_002544,3
id_002546,4
id_002548,2
id_002558,4
id_002559,4
id_002560,0
id_002562,1
id_002570,2
id_002571,3
id_002572,2
id_002574,0
id_002579,4
id_002582,5
id_002584,4
id_002585,5
id_002586,5
id_002588,5
id_002590,0
id_002593,0
id_002594,1
id_002595,5
id_002597,1
id_002601,4
id_002606,5
id_002614,3
id_002618,0
id_002628,3
id_002633,3
id_002634,0
id_002638,0
id_002644,3
id_002649,4
id_002651,4
id_002652,1
id_002660,1
id_002665,2
id_002669,1
id_002676,0
id_002694,1
id_002697,3
id_002698,1
id_002706,2
id_002710,3
id_002712,0
id_002720,0
id_002724,1
id_002731,0
id_002736,0
id_002737,1
id_002739,3
id_002755,3
id_002756,4
id_002759,3
id_002761,0
id_002762,2
id_002764,2
id_002765,0
id_002773,0
id_002779,2
id_002782,1
id_002783,1
id_002789,3
id_002790,1
id_002800,3
id_002813,4
id_002818,2
id_002819,4
id_002826,5
id_002830,1
id_002831,3
id_002840,5
id_002842,3
id_002844,1
id_002848,5
id_002850,5
id_002851,2
id_002868,4
id_002874,2
id_002875,1
id_002876,2
id_002887,5
id_002890,2
id_002894,2
id_002899,2
id_002901,0
id_002904,3
id_002908,5
id_002925,5
id_002934,2
id_002936,3
id_002937,2
id_002940,5
