obs_id,price_pred
id_000001,454455.7336941334
id_000002,361189.94217879366
id_000003,346291.1267672356
id_000004,343243.75659010763
id_000005,507988.64805354655
id_000006,519531.01370918285
id_000007,193885.11363725865
id_000008,390564.2158558909
id_000009,463981.0821956126
id_000010,337977.89565218054
id_000011,410831.63464302535
id_000012,432182.1696219379
id_000013,355834.392432211
id_000014,464682.2810229313
id_000015,448440.8339925332
id_000016,393515.596039835
id_000017,449696.3631469039
id_000018,492591.79417327495
id_000019,487797.1898075239
id_000020,338941.4587018228
id_000021,377190.55274888716
id_000022,489424.08504623803
id_000023,495502.81373039825
id_000024,320550.72885359643
id_000025,374356.05908490176
id_000026,566145.9739385961
id_000027,425158.25868926937
id_000028,528890.7136465685
id_000029,464068.282314591
id_000030,417252.60332540004
id_000031,450514.8361537794
id_000032,449139.2758138299
id_000033,390891.4794366588
id_000034,524931.3194855405
id_000035,443000.3810001787
id_000036,769199.3549882688
id_000037,370155.5991890092
id_000038,674938.6569424319
id_000039,504864.9222997403
id_000040,628415.6671072803
id_000041,570728.4315765783
id_000042,438338.12365589914
id_000043,475055.29970650625
id_000044,473226.1671293016
id_000045,376999.19874892663
id_000046,412438.0100975877
id_000047,277787.9847081441
id_000048,398073.93035192555
id_000049,473463.5665764338
id_000050,556902.6124225096
id_000051,439787.5634157426
id_000052,348100.5716744578
id_000053,372915.02829991555
id_000054,383599.52436113986
id_000055,265381.11271642405
id_000056,325306.4478373786
id_000057,658579.7852436022
id_000058,456961.9756255268
id_000059,511681.47075980424
id_000060,416147.53540322377
id_000061,511576.1004294042
id_000062,449073.64577507053
id_000063,482943.6766383837
id_000064,474331.44886959804
id_000065,414627.5529216632
id_000066,451523.65589893976
id_000067,579504.7242206198
id_000068,602956.0898008007
id_000069,491255.4334344511
id_000070,411672.0934427865
id_000071,415156.3603441139
id_000072,544450.6810218376
id_000073,471081.2554718899
id_000074,370748.84336389235
id_000075,399873.11228843336
id_000076,435905.6928483588
id_000077,341346.2947680221
id_000078,438591.8630699451
id_000079,462156.69978203665
id_000080,419788.4406309869
id_000081,392637.3859314845
id_000082,456230.0637390802
id_000083,432177.86922359595
id_000084,448513.2471333947
id_000085,492748.5979715241
id_000086,382535.6442637402
id_000087,379223.74450976326
id_000088,458135.420739081
id_000089,373636.8339046918
id_000090,427636.7517297864
id_000091,240633.99341127244
id_000092,447741.15658665326
id_000093,623071.732205083
id_000094,362184.0960290088
id_000095,431620.8245597088
id_000096,471357.7779304981
id_000097,432785.0271679071
id_000098,452664.7090176444
id_000099,393613.062858011
id_000100,432435.09205421584
id_000101,416049.37777958106
id_000102,392849.9519914733
id_000103,414790.5573327737
id_000104,442471.2219314733
id_000105,586862.6289465617
id_000106,546836.8747363269
id_000107,295192.84262557846
id_000108,290258.84777773696
id_000109,552408.7949725004
id_000110,445041.6405595569
id_000111,348630.96245171566
id_000112,467795.30599759764
id_000113,463906.3248739141
id_000114,510963.2894113687
id_000115,266165.5217501796
id_000116,434358.8019168768
id_000117,456415.81390815595
id_000118,420190.34691140987
id_000119,389456.4445309808
id_000120,621281.8935073391
id_000121,454965.2404130899
id_000122,385015.0834381757
id_000123,560110.137601882
id_000124,375489.08474144
id_000125,355143.3419473606
id_000126,380076.8539393348
id_000127,470894.8384499439
id_000128,447149.6097377156
id_000129,480476.1089424205
id_000130,381253.8137428447
id_000131,578223.486803404
id_000132,398223.5649619214
id_000133,407730.1916256242
id_000134,386151.555776508
id_000135,407099.06053383346
id_000136,629325.949170001
id_000137,382346.29618554923
id_000138,472646.3515712548
id_000139,482855.2449182858
id_000140,360006.2943504994
id_000141,537840.0894648087
id_000142,378064.0987023354
id_000143,448454.7492109452
id_000144,369351.7342953126
id_000145,183218.00178807272
id_000146,386018.3230850798
id_000147,476209.16121792904
id_000148,458751.13370202243
id_000149,422423.63545592554
id_000150,409059.92722057836
id_000151,354958.17710909154
id_000152,556897.79539225
id_000153,457129.1732454617
id_000154,594993.2876154296
id_000155,390287.3015616409
id_000156,433979.5746255711
id_000157,409530.14862565877
id_000158,419589.48786446266
id_000159,594198.5546234198
id_000160,534489.1941709088
id_000161,453171.25731494685
id_000162,315477.36931856885
id_000163,504914.2887503881
id_000164,504230.2164305013
id_000165,346368.4023447161
id_000166,490367.3026171932
id_000167,412291.0028162656
id_000168,511718.092712094
id_000169,397236.29395982635
id_000170,516137.37587452156
id_000171,480208.8567421009
id_000172,544710.5958504265
id_000173,466928.00784070935
id_000174,409065.8528455944
id_000175,437436.83298767026
id_000176,466948.77346903255
id_000177,583851.499623478
id_000178,374679.5277036159
id_000179,684577.3714663939
id_000180,380981.87696708174
id_000181,415404.49322881165
id_000182,610101.8007263396
id_000183,570760.8021376549
id_000184,383491.1471240274
id_000185,459452.3709021269
id_000186,439521.0584277072
id_000187,586980.211637688
id_000188,407679.6510121453
id_000189,383808.0761450858
id_000190,408936.88658058515
id_000191,392203.97274177073
id_000192,412991.2656870952
id_000193,476032.7035324958
id_000194,609149.7944020376
id_000195,492994.7367289361
id_000196,373448.35787808953
id_000197,559464.7427385573
id_000198,482157.1074043334
id_000199,462730.37657582154
id_000200,388305.32607754745
id_000201,369527.06226198486
id_000202,564529.1918854946
id_000203,487666.2448371024
id_000204,393240.6523006309
id_000205,451349.16713276604
id_000206,453609.6500685878
id_000207,512553.8859793183
id_000208,301512.6279109516
id_000209,524750.8181683657
id_000210,350963.2501757989
id_000211,406425.9053666339
id_000212,494420.104849883
id_000213,405127.7427668451
id_000214,475287.3834657172
id_000215,467271.76275007054
id_000216,360755.3691449985
id_000217,351828.5131662065
id_000218,450667.40978040476
id_000219,426864.81289026013
id_000220,463076.18105571455
id_000221,405700.6645707458
id_000222,410515.7355501346
id_000223,379996.5427375205
id_000224,458762.83400685055
id_000225,374314.3120866737
id_000226,539550.9943525402
id_000227,311605.38674128265
id_000228,486741.41439901374
id_000229,382623.3154623409
id_000230,337972.5406434383
id_000231,373587.9043900014
id_000232,475902.86118713516
id_000233,513902.6806361584
id_000234,529700.1400228627
id_000235,339937.97044453747
id_000236,494334.3390049815
id_000237,487213.56500823016
id_000238,464124.0730642449
id_000239,362858.1774065677
id_000240,493880.1584582221
id_000241,586108.9115282296
id_000242,350874.84949743137
id_000243,478252.2773180916
id_000244,390605.11810833064
id_000245,557124.4999696257
id_000246,395271.78429169994
id_000247,500195.3339632833
id_000248,411942.4717355807
id_000249,524648.0636101185
id_000250,389343.49427442125
id_000251,403996.2441751874
id_000252,426491.1565535458
id_000253,425009.3217256249
id_000254,355113.60014922236
id_000255,408002.3230770714
id_000256,555452.4988309095
id_000257,682688.8030183404
id_000258,526011.9931209199
id_000259,432171.13770737615
id_000260,742481.611821957
id_000261,449565.86195336445
id_000262,381088.93503184646
id_000263,455540.9212504467
id_000264,404771.76935149776
id_000265,341569.9722879577
id_000266,382859.2054810778
id_000267,337731.82322289405
id_000268,391593.6493629321
id_000269,640351.5849414447
id_000270,390264.24333852594
id_000271,392575.4979176698
id_000272,317829.2469965027
id_000273,357625.5067262381
id_000274,419810.28303772444
id_000275,412438.989785746
id_000276,485813.89703914616
id_000277,463350.2444801111
id_000278,376820.311025807
id_000279,401212.54179968097
id_000280,507039.6320395279
id_000281,442112.5912945717
id_000282,442086.90272346506
id_000283,483998.2815187473
id_000284,451795.5528062537
id_000285,352335.9509129764
id_000286,413499.3016455576
id_000287,382524.05062344763
id_000288,523214.3172264278
id_000289,569209.4850720256
id_000290,517889.0985603351
id_000291,499906.5808350085
id_000292,414173.38483411504
id_000293,453186.8796508915
id_000294,529497.3372621243
id_000295,572957.2974264026
id_000296,473395.2679999337
id_000297,455144.97195947793
id_000298,465968.9212334868
id_000299,431827.44808313076
id_000300,429749.89700214006
id_000301,445417.92880951014
id_000302,444962.19199148915
id_000303,504829.5976479582
id_000304,382598.73941619275
id_000305,316220.1891029961
id_000306,430917.0058924422
id_000307,393014.01808606746
id_000308,411592.8407060217
id_000309,378405.81970232306
id_000310,360738.24948545994
id_000311,377651.6189015358
id_000312,481894.544355869
id_000313,460355.6977098841
id_000314,327755.21735574823
id_000315,517794.2366628529
id_000316,403067.2258541575
id_000317,452951.6277286862
id_000318,630725.253785911
id_000319,517902.375900606
id_000320,813392.13759882655
id_000321,411999.27265923156
id_000322,394889.04821340356
id_000323,408661.7480319725
id_000324,457106.8392304999
id_000325,431379.0818299229
id_000326,494939.39106480195
id_000327,404405.9699319451
id_000328,519353.86478724243
id_000329,400663.56611012603
id_000330,450542.53688032465
id_000331,493483.3846770249
id_000332,470301.43988766527
id_000333,373863.394317799
id_000334,462516.78722700186
id_000335,397041.96410309296
id_000336,394958.8011301849
id_000337,432892.8192716622
id_000338,481601.96326869854
id_000339,558199.982646359
id_000340,559636.7495989715
id_000341,432936.4585073336
id_000342,445682.5415401254
id_000343,500439.3202991805
id_000344,416129.12706435705
id_000345,482519.0039107723
id_000346,535995.8905381323
id_000347,370034.62573808257
id_000348,552686.4161450836
id_000349,457513.3057055969
id_000350,416055.76306704455
id_000351,509576.936934023
id_000352,524802.0800528468
