obs_id,age_pred
id_000001,10.694347108627483
id_000002,9.409610660140501
id_000003,11.883017908542282
id_000004,11.347369289474502
id_000005,8.286905177929587
id_000006,8.542815121654263
id_000007,12.00806692377527
id_000008,11.672889471040246
id_000009,11.077891408811643
id_000010,12.378223241808595
id_000011,11.0727170957672
id_000012,10.859709578988495
id_000013,11.310656714654591
id_000014,11.634817494974644
id_000015,10.441316244179479
id_000016,11.592132730110757
id_000017,8.682791475071133
id_000018,10.418679375838565
id_000019,9.79125734342632
id_000020,9.76569127169483
id_000021,9.790405711721435
id_000022,8.530816986860957
id_000023,12.29314381953955
id_000024,11.543044081630178
id_000025,12.848206365507496
id_000026,12.10514448083762
id_000027,12.850447844569914
id_000028,11.822312694727211
id_000029,13.015306175981564
id_000030,11.515106700162827
id_000031,12.930570615876597
id_000032,14.021625643076403
id_000033,13.29059596990312
id_000034,13.947184954354967
id_000035,14.07583484989607
id_000036,10.50909701852878
id_000037,13.398652492085708
id_000038,10.744069726730864
id_000039,11.976150723132442
id_000040,9.945981080239722
id_000041,10.270649630100582
id_000042,11.77975412994532
id_000043,6.822566645225871
id_000044,6.780893788852154
id_000045,6.644354408366667
id_000046,8.812293002317121
id_000047,11.052161429703423
id_000048,11.350084461374443
id_000049,7.9433304707093715
id_000050,12.462451032372753
id_000051,10.499609739021063
id_000052,10.238603598784307
id_000053,10.81150663891609
id_000054,10.884209987524464
id_000055,10.027623529577383
id_000056,11.823160695840649
id_000057,10.855764836516302
id_000058,11.650630541566695
id_000059,7.3656310564005105
id_000060,11.524351955761455
id_000061,10.438601072279539
id_000062,11.330544334392282
id_000063,11.565173180430286
id_000064,10.079935119498712
id_000065,11.208244567762518
id_000066,10.641691656542076
id_000067,12.374278499336404
id_000068,13.749428959922152
id_000069,11.538935431781256
id_000070,7.872834524460128
id_000071,11.57445614332365
id_000072,10.55076624431105
id_000073,13.032604823901309
id_000074,13.440359425162711
id_000075,12.735693700720455
id_000076,12.652661404025263
id_000077,12.477038138984003
id_000078,12.53430637986769
id_000079,11.805484109053541
id_000080,12.810986021146775
id_000081,12.057285402929296
id_000082,13.59644256322181
id_000083,12.598990412858239
id_000084,12.801576858171417
id_000085,12.051477120262048
id_000086,13.235187638623039
id_000087,11.907899886537065
id_000088,12.36092459388885
id_000089,11.038933724337866
id_000090,12.500179146274279
id_000091,11.544781421743238
id_000092,12.254059934983776
id_000093,12.808270849246835
id_000094,13.09246203660294
id_000095,14.192326333858588
id_000096,14.014114096999382
id_000097,12.357323713580737
id_000098,11.3327858134547
id_000099,11.214430789297131
id_000100,11.265005039105398
id_000101,8.434591061503493
id_000102,12.109974931717984
id_000103,12.574997773863076
id_000104,11.777038958045377
id_000105,12.572412432636579
id_000106,12.081655980791817
id_000107,12.440321933572646
id_000108,11.579756656450089
id_000109,11.394506566351389
id_000110,11.85712402205733
id_000111,11.448047726844967
id_000112,10.627452042686352
id_000113,8.66202177751672
id_000114,10.833979599880273
id_000115,11.317824398567533
id_000116,11.440124165197297
id_000117,11.261060296633207
id_000118,10.431055449499235
id_000119,12.030703792116189
id_000120,9.665864466029253
id_000121,10.759160972291475
id_000122,8.705428343412047
id_000123,12.248721714562603
id_000124,8.94458781799541
id_000125,8.546252094585647
id_000126,7.2069625771149175
id_000127,8.423952327955883
id_000128,8.587073319254475
id_000129,13.058338433600978
id_000130,13.147018736178138
id_000131,13.00106656212584
id_000132,11.061062823137975
id_000133,9.63703774556228
id_000134,8.427045438723187
id_000135,7.4618569817579745
id_000136,10.591587468979883
id_000137,8.986257043777679
id_000138,9.228305312513994
id_000139,10.613716567779989
id_000140,9.687141933124474
id_000141,12.41149884369712
id_000142,12.533798610326883
id_000143,13.744128446795713
id_000144,12.63485498656471
id_000145,11.277381112766069
id_000146,11.21714596119707
id_000147,10.689550734450405
id_000148,7.657401943240207
id_000149,6.639901896353667
id_000150,7.344384035417127
id_000151,12.613577519469489
id_000152,13.756974582702458
id_000153,13.860746130840226
id_000154,12.996236111245478
id_000155,12.205315148667278
id_000156,11.54427365220243
id_000157,13.223697273370544
id_000158,13.37672137736562
id_000159,12.725398829336925
id_000160,12.818023874386276
id_000161,12.535192088275863
id_000162,12.996236111245478
id_000163,13.11547684381122
id_000164,14.253195455050388
id_000165,15.05373961209458
id_000166,14.09660817804193
id_000167,14.040317768945124
id_000168,14.907413129766368
id_000169,14.568325011262443
id_000170,13.11869978525197
id_000171,14.361289684527712
id_000172,11.453512147348135
id_000173,12.549267794754854
id_000174,11.314223518259421
id_000175,6.441771593644939
id_000176,8.235101357549068
id_000177,7.0633853433899345
id_000178,8.297543911477197
id_000179,6.633715674819057
id_000180,12.805521600643608
id_000181,13.521494104959565
id_000182,13.374823760467278
id_000183,12.666393248340176
id_000184,12.836716000254997
id_000185,13.793851064899098
id_000186,13.366426505982087
id_000187,12.438588224051035
id_000188,13.479951079259294
id_000189,12.600857583644743
id_000190,12.78834915280586
id_000191,13.02285179876187
id_000192,13.034342164014365
id_000193,12.213746479855754
id_000194,8.564436450913561
id_000195,11.712351294463382
id_000196,12.116161153252595
id_000197,12.166735403060862
id_000198,13.300383071745841
id_000199,12.597634642203992
id_000200,12.962994586060237
id_000201,10.750763717806283
id_000202,12.160075488688731
id_000203,11.904295375637503
id_000204,12.806025739592968
id_000205,10.696588587689902
id_000206,11.067756814213393
id_000207,9.063242664487985
id_000208,9.622249952928124
id_000209,12.388010343651317
id_000210,8.67884673259894
id_000211,11.186619607911773
id_000212,9.220759689733686
id_000213,10.42177248660587
id_000214,11.872757113862034
id_000215,12.19555849293639
id_000216,11.318710106975706
id_000217,10.962629495421377
id_000218,9.17010732339306
id_000219,11.05885542077884
id_000220,10.354025788959854
id_000221,10.413883001661487
id_000222,11.053173338193591
id_000223,11.50446433602377
id_000224,11.52968654559118
id_000225,10.598764867769102
id_000226,11.03189587109837
id_000227,10.194849540133452
id_000228,8.335272025378725
id_000229,12.880974197855211
id_000230,12.170336283368977
id_000231,12.129010919750787
id_000232,12.548923932590778
id_000233,14.071760276750434
id_000234,7.868382012447128
id_000235,10.209228699538901
id_000236,7.964607937804593
id_000237,5.242458429591079
id_000238,6.02274065862167
id_000239,6.007649413061059
id_000240,6.244867230917009
id_000241,11.950454820727506
id_000242,7.487586960866195
id_000243,7.2579147657905505
id_000244,8.02755826127353
id_000245,8.36803985772644
id_000246,8.264776079129481
id_000247,8.161004530991711
id_000248,8.509031750224928
id_000249,8.246083953260756
id_000250,8.962564227117523
id_000251,8.574223552756283
id_000252,13.063165253889892
id_000253,12.315780687880466
id_000254,13.14256259357369
id_000255,13.300726933909921
id_000256,12.841038681594553
id_000257,13.003308041188259
id_000258,13.00055879258503
id_000259,13.299497363337672
id_000260,12.925740164996233
id_000261,13.398652492085708
id_000262,11.750931040069796
id_000263,12.301067381187218
id_000264,7.483986080558082
id_000265,8.595201197516499
id_000266,11.63070884512572
id_000267,12.87860288811935
id_000268,9.970859427643058
id_000269,12.012389605114826
id_000270,11.186963470075849
id_000271,14.447724877451002
id_000272,14.097834118022732
id_000273,13.491475521215076
id_000274,14.17862493565551
id_000275,13.279449466814699
id_000276,14.567817241721631
id_000277,13.85765302007292
id_000278,14.525292753643026
id_000279,14.272101612409742
id_000280,12.167587034765749
id_000281,12.520604981664611
id_000282,9.070280517727483
id_000283,10.93206906543279
id_000284,11.802261167612793
id_000285,11.682710649586255
id_000286,12.27720094227405
id_000287,12.493863094066223
id_000288,12.12196943591984
id_000289,11.11065924115936
id_000290,12.588351679310628
id_000291,12.788727091673223
id_000292,14.724240611353359
id_000293,12.71649743590237
id_000294,12.972747611199676
id_000295,13.787535012691041
id_000296,7.809032569286304
id_000297,7.631671964131986
id_000298,7.856891647194631
id_000299,11.746856466924159
id_000300,9.786460969249244
id_000301,9.896892431759145
id_000302,12.776351018012555
id_000303,9.70532628945239
id_000304,9.579425642514515
id_000305,11.046479347118172
id_000306,6.799078145180068
id_000307,6.1083278504315235
id_000308,14.49252492129531
id_000309,11.193661091742715
id_000310,11.888356128963455
id_000311,13.206020686583436
id_000312,12.036385874701436
id_000313,12.89609952011911
id_000314,13.124034375081694
id_000315,12.893858041056689
id_000316,9.811100923334937
id_000317,14.334166227470512
id_000318,10.475821416640255
id_000319,12.481994789946365
id_000320,8.530309217320148
id_000321,7.617432350276262
id_000322,6.58534882736992
id_000323,10.249242332331917
id_000324,7.661346685712398
id_000325,9.81922880159696
id_000326,8.6455711307104135
id_000327,8.722253298494266
id_000328,11.481323328733492
id_000329,10.25233544309922
id_000330,8.708521454179353
id_000331,11.52438603246474
id_000332,10.831390628062328
id_000333,7.790848212958388
id_000334,6.796836666117651
id_000335,14.790417506854494
id_000336,12.774651385194232
id_000337,13.232980236263906
id_000338,12.670879837056464
id_000339,12.930226753712521
id_000340,13.17893130622952
id_000341,12.306371524905106
id_000342,14.152009248139116
id_000343,12.693516705397379
id_000344,11.82505831273899
id_000345,13.101577461528125
id_000346,11.628501442766588
id_000347,12.34409600821518
id_000348,8.294450800709892
id_000349,9.539755871885575
id_000350,12.591448420669384
id_000351,13.583214857856252
id_000352,12.551639104490722
id_000353,12.398996569954456
id_000354,12.65664022320074
id_000355,13.467448805516625
id_000356,14.853745769190795
id_000357,13.504325287713268
id_000358,13.986646777778102
id_000359,14.635727846744377
id_000360,13.854559909305618
id_000361,13.370371248454276
id_000362,12.526760757087388
id_000363,13.68783803769891
id_000364,12.771016428182833
id_000365,13.428491121042851
id_000366,13.360584146611552
id_000367,12.487676872531614
id_000368,11.91405203136839
id_000369,13.093347745011112
id_000370,14.722163039667674
id_000371,13.998988774735485
id_000372,14.848407548769622
id_000373,15.062988498284657
id_000374,14.236206592591437
id_000375,12.707218103600457
id_000376,14.208773350073441
id_000377,13.25561710460482
id_000378,12.389369744897014
id_000379,13.140699053378633
id_000380,13.583214857856252
id_000381,12.896951151823993
id_000382,11.92112396131117
id_000383,11.83948151197351
id_000384,11.170516453860992
id_000385,11.766400224497769
id_000386,11.043730098514946
id_000387,12.027988620216243
id_000388,11.64308491878639
id_000389,12.095227548321452
id_000390,10.28057627749303
id_000391,9.326534323616235
id_000392,11.196246432969215
id_000393,11.320409739794032
id_000394,9.089316505760285
id_000395,8.837515211884535
id_000396,9.248492754586687
id_000397,11.70480567168308
id_000398,11.69454487700283
id_000399,12.475678737738306
id_000400,12.276696803324693
id_000401,10.836350909616138
id_000402,12.80895857357499
id_000403,10.281288363648192
id_000404,12.01201166624746
id_000405,9.847469635990768
id_000406,12.655246745251759
id_000407,10.837580480188386
id_000408,12.444614168800364
id_000409,12.409635303502064
id_000410,11.19536435515249
id_000411,13.529891359444758
id_000412,12.263308821173853
id_000413,12.03240705552596
id_000414,11.87806125757992
id_000415,13.395215519154323
id_000416,12.150418217519452
id_000417,13.236547039868732
id_000418,13.441718826408406
id_000419,12.993143000478172
id_000420,11.492469831821907
id_000421,13.659014947823383
id_000422,10.121907798207435
id_000423,11.61612536910592
id_000424,7.857743278899518
id_000425,7.59839636224346
id_000426,12.619419878840022
id_000427,13.021966090353699
id_000428,13.337947278270638
id_000429,12.216805513919775
id_000430,12.662448505867985
id_000431,12.798987886353473
id_000432,12.546682453528359
id_000433,12.82285432526664
id_000434,11.72917988013705
id_000435,9.522930916803354
id_000436,12.15338149761331
id_000437,8.671301109818636
id_000438,9.104407751320895
id_000439,9.794858223734435
id_000440,12.515140561161443
id_000441,8.914705149209196
id_000442,8.674394220585938
id_000443,12.35953111593987
id_000444,8.838022981425341
id_000445,10.477177187294503
id_000446,13.271556351278871
id_000447,12.592838268026913
id_000448,13.066258364657198
id_000449,13.525946616972565
id_000450,12.56707421221541
id_000451,14.383926552868626
id_000452,13.404120543180328
id_000453,14.556292799765851
id_000454,13.476694061115255
id_000455,14.335017859175396
id_000456,12.580301917580963
id_000457,14.153712511548886
id_000458,8.951925493569913
id_000459,9.133738610737229
id_000460,11.70171256091577
id_000461,9.712871912232693
id_000462,12.906704176963434
id_000463,7.46495009252528
id_000464,6.969744759258967
id_000465,7.5354460387745235
id_000466,6.440412192399242
id_000467,14.301398395122792
id_000468,14.006568474219078
id_000469,14.51512771293294
id_000470,14.457859472049254
id_000471,12.356438005172564
id_000472,11.450762898744907
id_000473,9.839924013210464
id_000474,11.395358198056273
id_000475,12.004122181303078
id_000476,12.344981716623352
id_000477,10.621769960101105
id_000478,13.807930401969537
id_000479,15.027161631872922
id_000480,14.14395948640945
id_000481,14.716320680297137
id_000482,11.166735618765532
id_000483,12.273947554721465
id_000484,12.519215134307082
id_000485,12.288694938117999
id_000486,12.419896098182312
id_000487,12.221635964800138
id_000488,13.322478093842665
id_000489,11.70344990102883
id_000490,12.755073550917338
id_000491,12.140157422839208
id_000492,12.125917808983482
id_000493,12.95282954535015
id_000494,13.682029755031664
id_000495,13.628866533405448
id_000496,12.967413021369953
id_000497,13.680292414918604
id_000498,13.077370791042332
id_000499,13.751132223331924
id_000500,12.896443382283184
id_000501,12.532603116457917
id_000502,14.71325801564167
id_000503,13.529707774065962
id_000504,14.011868987345515
id_000505,13.26142538727207
id_000506,12.871221172715773
id_000507,14.051364887471935
id_000508,13.493717000277496
id_000509,12.567108288918693
id_000510,11.45280006119297
id_000511,12.621930734125609
id_000512,11.138252760462635
id_000513,11.541684680384485
id_000514,8.706518368434573
id_000515,8.327930719212773
id_000516,8.476846173358929
id_000517,9.853012173026293
id_000518,8.484391796139231
id_000519,8.85814899448067
id_000520,9.178708894492607
id_000521,7.589699285423263
id_000522,9.48591488905699
id_000523,8.585370055844704
id_000524,7.544933318282242
id_000525,7.7116551898889485
id_000526,7.223487709862132
id_000527,7.090041440143951
id_000528,12.356094143008487
id_000529,12.555583846962913
id_000530,9.931397604219923
id_000531,11.680261223318034
id_000532,11.038933724337866
id_000533,10.106816552646825
id_000534,10.517998411963335
id_000535,10.431355271834239
id_000536,10.561200661244307
id_000537,10.705793434050907
id_000538,9.00257785991054
id_000539,8.495882161391728
id_000540,10.198794282605643
id_000541,11.231385575052794
id_000542,11.017148487701839
id_000543,10.45987853937476
id_000544,10.77463015671945
id_000545,9.981120222323302
id_000546,9.025214728251454
id_000547,8.399656236034266
id_000548,7.682324330472614
id_000549,12.610988547651546
id_000550,11.440458064235589
id_000551,12.193620466800425
id_000552,11.908543571036146
id_000553,11.496714396629107
id_000554,9.996007151269561
id_000555,10.495157227008065
id_000556,10.61626149976886
id_000557,10.812658092955981
id_000558,12.822984155940082
id_000559,13.614248980682362
id_000560,10.668573089690188
id_000561,10.499814055635419
id_000562,10.318304391394554
id_000563,10.510960558723838
id_000564,11.84185282170937
id_000565,10.9281243229606
id_000566,8.767227212841092
id_000567,9.747806737701922
id_000568,9.628943944003542
id_000569,8.721101844454374
id_000570,10.52109152273064
id_000571,10.179553977958488
id_000572,9.980064274004063
id_000573,12.371185388569097
id_000574,11.994335079460356
id_000575,11.527748519455216
id_000576,12.379582643054288
id_000577,10.735975925172127
id_000578,12.27770871181486
id_000579,11.150046578641586
id_000580,12.844261623035303
id_000581,13.136376372039077
id_000582,11.009054686143099
id_000583,13.986646777778102
id_000584,10.187099600738792
id_000585,9.922622410867366
id_000586,10.3843478256308
id_000587,11.666021609462309
id_000588,11.586958417066313
id_000589,10.76983378254237
id_000590,10.420920854900983
id_000591,10.86051717086431
id_000592,10.254198983294277
id_000593,11.336686516097817
id_000594,13.539808291960926
id_000595,12.002258641108025
id_000596,11.928969406426484
id_000597,11.979243833899744
id_000598,11.302528836392568
id_000599,11.975438636977277
id_000600,13.115980982760581
id_000601,10.975779084254574
id_000602,10.598625322219378
id_000603,10.025886189464327
id_000604,9.433906752062118
id_000605,10.406133062266827
id_000606,10.094818417853519
id_000607,9.583370384986706
id_000608,10.102871810174635
id_000609,9.82368131360996
id_000610,9.409610660140501
id_000611,11.672919917152083
id_000612,7.637558363331591
id_000613,8.85145500340525
id_000614,9.910927729000516
id_000615,10.26068865775534
id_000616,11.313242055881087
id_000617,11.090393682554307
id_000618,9.06912906368759
id_000619,8.662604032998438
id_000620,7.867230558407237
id_000621,9.066035952920288
id_000622,10.501851218083482
id_000623,11.06242222438367
id_000624,10.900152864789963
id_000625,9.682107165629755
id_000626,11.989030935742468
id_000627,10.38540377395004
id_000628,10.17391593520231
id_000629,10.912828760785636
id_000630,9.439285381720913
id_000631,9.85192214800377
id_000632,10.854027496403246
id_000633,11.125750486719971
id_000634,10.03237586392539
id_000635,10.171200763302366
id_000636,9.35420595945187
id_000637,8.529321670656987
id_000638,9.154716255497444
id_000639,9.847469635990768
id_000640,11.550081934869675
id_000641,9.013724362998957
id_000642,12.140457245174211
id_000643,12.333965044208382
id_000644,9.475654094376745
id_000645,10.725919447106238
id_000646,9.436999862829422
id_000647,8.204275181928764
id_000648,11.465380451467997
id_000649,9.744205857393808
id_000650,10.909939966632686
id_000651,8.044591163561552
id_000652,8.157059788519518
id_000653,9.79566581561025
id_000654,8.743738712795292
id_000655,9.936354255182282
id_000656,8.592108086749194
id_000657,12.44786755635295
id_000658,13.757826214407341
id_000659,12.945453914231404
id_000660,13.386818264669134
id_000661,12.754869234302982
id_000662,12.091582628184266
id_000663,11.182510958062851
id_000664,10.336185294796016
id_000665,9.973370282928643
id_000666,9.77099178482127
id_000667,10.744955435139037
id_000668,11.678224060869972
id_000669,12.03553424299655
id_000670,11.274792140948122
id_000671,11.75749520047177
id_000672,11.593144638600924
id_000673,12.13311593900826
id_000674,11.790770802360296
id_000675,11.741174384338908
id_000676,12.132264307303375
id_000677,11.747364236464968
